platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,manual_label,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100
naver,금금 성수점,reviewer_000951,37,2026-04-20,1.0,,안내도 빠르게해주시고 음식도 생각이상으로 빠르게 나옵니다! 한국식마제소바도 신기하고 쌈밥도 정망 맛있어요????????????,70,1,,,,1,3.3,0,ambiguous,0.5,,first_visit:-0.2 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | multi_sentence_with_length:+0.8 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
naver,금금 성수점,reviewer_001159,103,2026-04-16,1.0,,엄마랑 같이 방문했어요!! 너무너무 맛있어요! 담엔 다른 메뉴도 먹어보고 싶어요 :),47,1,,,,0,2.3,0,ambiguous,0.5,,first_visit:-0.2 | experience_context:+1.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
kakao,태양곱창 성수점,reviewer_002076,15,2025-04-08,,,가성비갑!!! 국물이 텁텁하긴 하지만 맛있음!! 굿,28,1,5.0,5.0,실버 레벨,0,1.8,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | positive_narrative:+2.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
naver,금금 성수점,reviewer_001035,42,2026-03-23,1.0,,메뉴 하나하나 모두 정성스럽고 건강한 맛입니다~!! 예뻐서 눈으로 보는것도 즐겁고요 단백해서 계속계속 들어가네요~! 감칠맛이 대박이에요. 막걸리랑 정말 잘 어울립니다. 넘 맛있어요!!,102,1,,,,0,9.1,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,2,1,1,0,0,0,0,1,1,1,0,1,0,0,5,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
naver,소문난성수감자탕,reviewer_001827,558,2025-10-02,1.0,영수증,항상 웨이팅있었는데 이날따라 자리가 남더라구요? 그래서 바로 입장해서 처음 먹어봤어요. 인기가 워낙많아서 한번쯤 먹어보고 싶었거든요. 감자탕이나 뼈해장국을 다른 매장에서도 많이먹어본 사람으로써! 일단 소스 장이 맛있어요. 양파랑 고추가 같이 썰려있어서 맛나네요. 그리고 고기가 되게 부드러워요. 퍽퍽한 부분이 많지않아서 맛있게 먹었습니다! 탕이 있고 뚝배기가 있는데 여자둘이서 탕 (소) 시키니까 양이 넘많았어요.. ㅎㅎ 탕이랑 뚝배기는 고기양과 볶음밥을 할수있고없고 차이래요. 근데 볶음밥은 별로였어요.. 그냥 밥 맛.. 맛있긴한데 굳이 웨이팅할 정도는 전혀아니에요! 담에 오게되면 뚝배기로 먹어볼게요~ (근데 중국인손님이 되게많네요),356,1,,,,1,20.8,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,4,9,10,2,0,1,2,0,0,2,1,2,7,2,2,15,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
naver,금금 성수점,reviewer_000928,121,2026-04-27,1.0,영수증,보리된장국수 짱맛! 감칠맛나는 마제소바에요 묵은지 참치말이는 밥이 좀 질어서 아쉬웠고 묵은지 문어 국수는 레몬향? 이 많이 나더라구요 보리된장국수가 제일 맛있었어요,91,1,,,,1,15.299999999999999,1,high,1.0,,first_visit:-0.2 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,1,10,1,0,0,1,0,1,2,1,0,0,0,1,3,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
kakao,금금 성수점,reviewer_001151,475,2025-02-09,,,마제소바를 살짝 한식으로 . 잡내없는 차슈 . 적당한 감칠맛 . 오일리하다 ㅡ 백김치? 는 너무 심심 . 마늘쫑의 쓰고 쌉싸름함과 달고 신 양념이 입가심 .,87,1,4.0,3.3,골드 레벨,1,13.499999999999998,1,high,1.0,4.0,has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,0,3,3,1,0,0,1,0,1,2,3,0,0,0,0,6,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
naver,할머니의 레시피,reviewer_002409,18,2025-08-02,1.0,,음식은 맛있었지만 먹다가 머리카락이... 손님들도 많고 하니 조심스럽게 직원분을 불러서 그 부분에 말씀드렸지만 대처하는 부분이 굉장히 미흡했습니다. 누가 지인들과 맛있는 거 먹으러와서 머리카락을 넣을까요? 저희 모두 숏컷 아니면 묶고 있었고(곱슬머리)에어컨 바람에 날리는 상황도 아니였음에도 남자직원들 밖에 없다며 저희 머리카락일 수도 있다며 말씀하시는 부분이 굉장히 불친절하다고 느꼈습니다. 남자직원들만 있다고 하셨지만 직모모발에 기장이 엄청 긴 것도 아니고 모발 굵기가 굵어서 절대 저희한테서 나올리 없는 것이기도 하고 충분히 남자분에게서도 빠질 수 있는데도 불고하고 저희를 질책하는 듯한 말투 등이 보기 좋지 않았습니다. 아무리 음식이 맛있었어도 사장님으로 보이는 분의 언행 때문에 재방문의사는 없습니다.,397,1,,,,1,16.1,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,4,6,1,2,0,0,1,0,1,0,0,0,4,1,0,6,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
naver,황금콩밭,reviewer_000426,293,2026-03-07,1.0,예약,점심때쯤 갔고 웨이팅 없었어요! 두부가 진짜 부드럽고 맛있었어요 근데 감칠맛은 덜한 건강한 맛이였습니다?? 반찬은 5가지 정도 나오고 같은 메뉴를 2인분 이상 시키시면 버너에 끓여서 먹을 수 있으니 통일 하시는 걸 추천드려요?? 아쉬운점은 반찬 리필할때 직원 호출 하기가 너무 어려워요..,161,1,,,,1,20.300000000000004,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,2,4,4,1,0,3,0,2,2,2,1,2,0,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
naver,마포양지설렁탕,reviewer_000459,42,2026-03-08,1.0,영수증,최근에 먹은 설렁탕집 중에 젤 맛있었어요 국물 맛도 진하고 김치 깍두기 다 맛있어요. 얘기하면 깍두기 국물까지도 따로 주십니다. 마포 설렁탕 중에서 1티어예요,88,1,,,,1,8.0,1,high,1.0,,first_visit:-0.2 | has_menu:+0.3 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,2,4,1,0,0,0,0,0,0,2,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
kakao,쭌곱창,reviewer_000834,130,2026-03-26,,,위생x 맛도 잘 모르겠음 얼린 반찬,19,0,1.0,3.5,실버 레벨,1,2.0,0,ambiguous,0.5,0.5,menu_without_experience_detail:-1.0 | has_menu:+0.3 | has_detailed_negative:+1.5 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
kakao,태양곱창 성수점,reviewer_002073,42,2025-04-11,,,"오픈 초기에 방문하고, 종종 리뷰 구경하러 오는데 늘 재밌네요. 암튼 당시 방문했을 때, 야채곱창이 너무 짰어요. 당면 맛으로 겨우 배채운듯.. 그리고 밥이 필요해서 볶음밥을 시켰는데, 진심 기름탕이라 못먹겠어서 거의 다 남기고 나왔어요.. 속이 너무 니글니글했고, 배고파서 다른 거로 배채움 ㅠㅠ 그때 이 가게 얼마 못가겠네 하고 나왔는데, 잘 영업하고 다른 지점도 내고있는거보니 운영을 정말 잘하시는듯하네요. 충격먹고 다신 안왔는데, 극찬 리뷰보면 그때 초반이라 조리를 못했나?? 합리적인 의심을 하게되지만 리뷰를 내리다보면 역시~ 하게됨..",305,0,2.0,4.1,실버 레벨,1,7.3999999999999995,1,high,1.0,2.0,generic_negative_weak_detail:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8,0,9,8,1,0,1,0,0,2,0,0,0,7,1,0,8,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
kakao,능동미나리 성수점,reviewer_001229,933,2025-10-16,,영수증,"깔끔하고 정갈한 맛의 정수 간이 약하지도 강하지도 않게 딱 맞으면서 미나리의 향을 해치지 않아 밸런스가 너무 좋음 고기의 질이 너무 좋아서 먹을 때마다 행복함 국밥은 육수가 진하면서도 깔끔하며 토렴식으로 말아진 밥이 부드럽게 넘어가고, 잘게 썰어진 미나리가 식감을 완성함 육전은 고기 자체가 너무 좋다보니 맛있을 수 밖에 없고 계란이 얇게 부쳐져 느끼하지 않고 깔끔했음 육회비빔밥은 사실 제일 평범하고 여럿이 나눠 먹을 때 시키기 좋은 메뉴같음 서비스 좋고, 음식이 금방 나와서 회전률 빠름 테이블 간격 좁아서 분위기는 그냥 시장통인걸 감안해야 함",306,1,5.0,3.2,퍼플 레벨,1,18.500000000000004,1,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,3,7,10,3,0,0,4,0,3,2,4,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,을밀대 본점,reviewer_000753,23,2026-03-29,,영수증,사랑해,3,1,5.0,5.0,실버 레벨,0,-6.7,0,low,0.2,1.0,ultra_short_review:-2 | short_low_specificity:-1.5 | low_information_review:-2 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naver,금금 성수점,reviewer_001106,455,2026-01-24,1.0,,독특한 종류의 메뉴들이 있어서 좋았어요!! 한번도 먹어보지 못했던 맛들을 먹어볼 수 있었어요ㅎㅎ 5종류 다 너무 맛있어서 만족스러운 식사였습니다????,84,1,,,,0,7.3,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
kakao,일등식당,reviewer_000792,1191,2025-09-30,,,"뼈해장국 일등! 이름처럼 일등식당입니다. 뼈 양도 많고 우거지도 너무 맛있고 고기도 잘 삶아져서 잘 풀어지고 고기도 부드럽고 기름이 있어서 담백하고 부드러웠으며, 국물도 깔끔하고 맛있습니다.",106,1,5.0,4.1,퍼플 레벨,1,11.3,1,high,1.0,5.0,has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,4,4,2,0,0,0,0,1,1,2,0,0,0,0,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
kakao,보끔당 성수점,reviewer_000954,8,2025-01-18,,,너무너무너무너무 맛있는 닭볶음탕을 먹었다! 사장님도 친절하시고 음식이 정갈하고 정성이 느껴져요 역시 믿먹 카맵 4.9점..,68,0,5.0,5.0,브론즈 레벨,0,13.599999999999998,1,high,1.0,5.0,account_review_count_under_10:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0,2,1,1,2,1,0,1,0,4,0,0,0,1,0,0,3,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
naver,금금 성수점,reviewer_000991,66,2026-04-06,1.0,,퓨전 한식집 이라고 해서 왔는데 약간 일식 느낌이 나도록 메뉴를 개발 하신 것 같아요. 간이 엄청 강하지 않고 풍미가 있어 맛있게 먹었습니다.,79,1,,,,0,4.2,0,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
kakao,쭌곱창,reviewer_000850,1,2025-12-29,,,맛과 서비스가 짱!!! ??????,19,1,5.0,5.0,브론즈 레벨,0,-0.7,0,low,0.2,1.0,short_generic_but_specific:-0.2 | account_review_count_is_1:-1.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
naver,태양곱창 성수점,reviewer_002263,29,2026-02-01,1.0,,아이와 함께 방문했어요 우선 양이너무 많고 푸짐해요 매울까봐 걱정했던 아들이 먹을만 하네 하면서 맛있건 먹네요~직원들도 친절하고 맛도 만족합니다,80,1,,,,0,10.0,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,2,1,2,0,0,0,0,1,0,1,0,2,0,0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
kakao,금금 성수점,reviewer_001145,3,2025-06-27,,,음식 맛은 좋아도 위생 안좋고 불친절해서 다시는 안가요 설거지 똑바로 안했으면 사과하는게 먼저 아닌가요 가지 마세요,64,0,1.0,2.3,브론즈 레벨,1,12.0,1,high,1.0,1.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0,2,2,1,1,0,0,3,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
kakao,이태리국시 성수,reviewer_001943,1,2026-04-15,,영수증,맛있음???? 분위기도 차분하고 좋아서 대화하면서 식사하기 너무 좋았음,39,1,5.0,5.0,브론즈 레벨,0,3.0,0,ambiguous,0.5,2.5,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
naver,금금 성수점,reviewer_001856,27,2026-04-28,1.0,영수증,친구랑 방문했습니다 ~ 분위기 좋아요 !,22,1,,,,0,0.7999999999999998,0,ambiguous,0.5,,short_generic_but_specific:-0.2 | first_visit:-0.2 | category_count:+1.4 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
kakao,이태리국시 성수,reviewer_001868,1,2026-04-25,,영수증,한우곱창 파스타 깔끔하고 맛있어요! 뇨끼는 조금 느끼해서 꼭 깔끔한 거 같이 드세요! 분위기 좋고 직원분들이 엄청 친절하셔서 좋습니당 테이블끼리 간격도 너무 좁지 않아서 얘기하기 좋아요??,105,1,4.0,4.0,브론즈 레벨,1,13.299999999999997,1,high,1.0,4.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,4,5,2,2,0,0,3,0,2,0,0,0,2,0,0,3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
kakao,할머니의 레시피,reviewer_002342,4,2025-08-07,,,여자 혼자 가면 손님으로 안받고싶은가봐요. 자리부터 구석진 자리 앉히더니 아무리 기다려도 주문받으러 안오던데요. 계속 주문한다 소리쳐도 이쪽으로 쳐다를 안보고 개무시.. 다른 테이블 손님이 저분이 먼저 왔다고 알려줘서 그제서야 주문받으러 옴. 너무 안좋은 기억때문에 다신 안가고싶네요.,159,0,1.0,4.0,브론즈 레벨,1,4.1,0,high,1.0,1.0,account_review_count_under_5:-0.5 | generic_negative_weak_detail:-0.5 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8,0,1,1,1,0,1,0,0,1,0,0,0,6,0,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
kakao,훼미리손칼국수보쌈,reviewer_002512,256,2025-02-27,,,그 정식이었나 보쌈+칼국수+밥 15000원 그거 먹었는데 가성비 갑 매우 만족 크크 보쌈 야들야들 하니 맛있움,61,1,5.0,4.4,블루 레벨,1,5.8999999999999995,1,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | has_number_detail:+1 | enthusiastic_but_not_rich:+0 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,1,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
kakao,이태리국시 성수,reviewer_001973,1,2026-04-08,,영수증,분위기도 너무 좋고 직원분들도 친절하십니다! 막창 넘 맛있어요!!,36,1,5.0,5.0,브론즈 레벨,0,3.6999999999999997,0,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | category_count:+1.4 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,2,2,1,2,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
naver,금금 성수점,reviewer_001006,22,2026-04-02,1.0,,메뉴도 담백하고 진짜 너무너무 맛있어요!!! 성수에서 이정도 가격에 퀄리티 진짜 미쳤어요… 다들 꼭 가세요! 재방문의사 100프로 입니다!!!,79,1,,,,0,16.8,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | photo_without_enough_detail:-0.2,1,2,0,2,0,0,3,0,5,0,1,0,1,1,1,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
